ID,1,2,3,4,5,Model,Polarization
15372,0,3,2,26,69,comete α=2 β=1.2,0.09243165082414687
40618,0,8,27,22,43,comete α=2 β=1.2,0.3919790209682865
44402,0,9,19,18,54,comete α=2 β=1.2,0.2307474470890381
52487,0,11,14,47,28,comete α=2 β=1.2,0.2232718320165724
53990,0,11,38,2,49,comete α=2 β=1.2,0.47047651663695916
81648,0,19,0,81,0,comete α=2 β=1.2,0.08532238157986419
90025,0,21,25,34,20,comete α=2 β=1.2,0.40309049606460307
111250,0,28,34,3,35,comete α=2 β=1.2,0.5555226022930579
113585,0,29,26,11,34,comete α=2 β=1.2,0.6140654080881373
152369,0,49,6,25,20,comete α=2 β=1.2,0.4384595199310978
177291,1,0,4,46,49,comete α=2 β=1.2,0.2503549363758954
194881,1,3,41,22,33,comete α=2 β=1.2,0.4295855522673204
213703,1,7,53,16,23,comete α=2 β=1.2,0.2415844484552491
287321,1,29,15,6,49,comete α=2 β=1.2,0.5216230628867274
287991,1,29,28,26,16,comete α=2 β=1.2,0.4254483486384793
291015,1,30,42,25,2,comete α=2 β=1.2,0.2648337362308939
295458,1,32,31,4,32,comete α=2 β=1.2,0.550292847565706
303486,1,36,11,46,6,comete α=2 β=1.2,0.44108352916390997
317965,1,44,5,0,50,comete α=2 β=1.2,0.7214208207121873
318470,1,44,15,40,0,comete α=2 β=1.2,0.4715411741130886
333875,1,56,13,10,20,comete α=2 β=1.2,0.27956656088496407
344094,1,71,1,9,18,comete α=2 β=1.2,0.16104156724913118
349002,2,0,4,61,33,comete α=2 β=1.2,0.14786936248641092
414092,2,15,16,7,60,comete α=2 β=1.2,0.21470982409156203
415200,2,15,34,44,5,comete α=2 β=1.2,0.27935973991574353
417849,2,16,19,12,51,comete α=2 β=1.2,0.31730567502164947
439169,2,23,0,44,31,comete α=2 β=1.2,0.34419369843854364
445576,2,25,9,45,19,comete α=2 β=1.2,0.33180696226255807
475315,2,37,43,15,3,comete α=2 β=1.2,0.2638820602000102
501874,2,56,30,8,4,comete α=2 β=1.2,0.16764613475683754
502259,2,57,7,29,5,comete α=2 β=1.2,0.2799233727364934
504799,2,60,7,6,25,comete α=2 β=1.2,0.31429904637781286
510134,2,68,16,13,1,comete α=2 β=1.2,0.09074269664916301
539498,3,5,11,44,37,comete α=2 β=1.2,0.2573978672783172
542695,3,5,75,9,8,comete α=2 β=1.2,0.0392288883825405
591284,3,18,56,3,20,comete α=2 β=1.2,0.19756808523265218
598798,3,21,13,53,10,comete α=2 β=1.2,0.21978831125090645
615324,3,27,9,16,45,comete α=2 β=1.2,0.5120854454410627
624491,3,30,62,5,0,comete α=2 β=1.2,0.1296203449525763
625602,3,31,18,42,6,comete α=2 β=1.2,0.42165351791982075
653555,3,47,1,29,20,comete α=2 β=1.2,0.49299205390795214
669832,3,64,2,4,27,comete α=2 β=1.2,0.31367806173647056
710301,4,7,27,52,10,comete α=2 β=1.2,0.1721943231485424
724767,4,11,9,15,61,comete α=2 β=1.2,0.14564083419299215
770729,4,25,31,36,4,comete α=2 β=1.2,0.36184276580278724
773898,4,26,50,19,1,comete α=2 β=1.2,0.1847425215587992
775193,4,27,17,29,23,comete α=2 β=1.2,0.5219418638414267
777643,4,28,17,11,40,comete α=2 β=1.2,0.621090716957329
785738,4,31,51,13,1,comete α=2 β=1.2,0.18931599386386883
793840,4,35,42,11,8,comete α=2 β=1.2,0.2688445980932439
799687,4,39,2,42,13,comete α=2 β=1.2,0.5109211929520937
800493,4,39,19,32,6,comete α=2 β=1.2,0.450022712759199
802581,4,40,32,12,12,comete α=2 β=1.2,0.33534285905147077
812875,4,47,40,5,4,comete α=2 β=1.2,0.2483486022840931
817291,4,51,24,9,12,comete α=2 β=1.2,0.2256595569451964
831870,4,75,7,11,3,comete α=2 β=1.2,0.05106461703779689
841623,5,1,43,35,16,comete α=2 β=1.2,0.2956105839808046
841928,5,1,49,43,2,comete α=2 β=1.2,0.24702553138839264
844826,5,2,22,23,48,comete α=2 β=1.2,0.29573394715452284
853585,5,4,21,61,9,comete α=2 β=1.2,0.1041690767128406
870764,5,8,33,22,32,comete α=2 β=1.2,0.4478280284311688
886147,5,12,41,17,25,comete α=2 β=1.2,0.36928732618460863
889021,5,13,27,55,0,comete α=2 β=1.2,0.1866401807893989
911108,5,20,20,8,47,comete α=2 β=1.2,0.4326974248309629
926074,5,25,55,4,11,comete α=2 β=1.2,0.16070718123978314
930949,5,27,51,14,3,comete α=2 β=1.2,0.17399455215707282
933126,5,28,42,25,0,comete α=2 β=1.2,0.26108995059212586
948944,5,36,17,34,8,comete α=2 β=1.2,0.4743064222405708
1011857,6,6,0,56,32,comete α=2 β=1.2,0.17985921071085023
1019197,6,7,56,3,28,comete α=2 β=1.2,0.2729821907065009
1032993,6,11,29,17,37,comete α=2 β=1.2,0.48987362159378284
1067731,6,22,35,10,27,comete α=2 β=1.2,0.46201367472018223
1068813,6,23,5,1,65,comete α=2 β=1.2,0.2627668621031855
1080364,6,27,36,0,31,comete α=2 β=1.2,0.4996455452818713
1096661,6,35,24,31,4,comete α=2 β=1.2,0.4232407246643277
1102720,6,39,5,20,30,comete α=2 β=1.2,0.664741016607042
1105281,6,40,31,15,8,comete α=2 β=1.2,0.31954118221649214
1107221,6,42,3,14,35,comete α=2 β=1.2,0.697521827223982
1113938,6,47,5,22,20,comete α=2 β=1.2,0.43423098988755277
1125210,6,59,11,19,5,comete α=2 β=1.2,0.16705835047289752
1125552,6,60,1,1,32,comete α=2 β=1.2,0.4276761348337904
1129264,6,67,1,10,16,comete α=2 β=1.2,0.15780842275973211
1156132,7,5,18,2,68,comete α=2 β=1.2,0.14100883762076552
1167324,7,8,11,3,71,comete α=2 β=1.2,0.10204577281380078
1179321,7,11,27,35,20,comete α=2 β=1.2,0.3399353066166033
1185706,7,13,19,53,8,comete α=2 β=1.2,0.17752287268078001
1203954,7,19,13,41,20,comete α=2 β=1.2,0.3241815320338775
1223074,7,26,31,5,31,comete α=2 β=1.2,0.5537729332034153
1224950,7,27,20,28,18,comete α=2 β=1.2,0.511121046608126
1291260,8,3,29,55,5,comete α=2 β=1.2,0.17510062729602194
1324565,8,12,27,29,24,comete α=2 β=1.2,0.4133185339089282
1359880,8,25,0,39,28,comete α=2 β=1.2,0.4243590389078237
1363006,8,26,13,26,27,comete α=2 β=1.2,0.5667176701585871
1388188,8,39,36,13,4,comete α=2 β=1.2,0.29849126363785733
1390515,8,41,16,26,9,comete α=2 β=1.2,0.4069832138541981
1403892,8,53,32,7,0,comete α=2 β=1.2,0.1853322220580491
1425422,9,2,31,52,6,comete α=2 β=1.2,0.20611960015547684
1431419,9,4,3,13,71,comete α=2 β=1.2,0.08977089694900814
1436409,9,5,17,5,64,comete α=2 β=1.2,0.16683926661966586
1442851,9,7,2,52,30,comete α=2 β=1.2,0.20988970495509054
1471138,9,15,24,20,32,comete α=2 β=1.2,0.5204466020649288
1483824,9,20,0,23,48,comete α=2 β=1.2,0.3880571317515923
1484456,9,20,9,43,19,comete α=2 β=1.2,0.3267364672897475
1516233,9,35,2,4,50,comete α=2 β=1.2,0.6238726774636011
1525489,9,41,5,45,0,comete α=2 β=1.2,0.5040298890539221
1561538,10,3,7,32,48,comete α=2 β=1.2,0.2732042771388091
1576097,10,7,0,46,37,comete α=2 β=1.2,0.28389850886915846
1596339,10,13,1,30,46,comete α=2 β=1.2,0.33673783739210567
1601940,10,14,50,3,23,comete α=2 β=1.2,0.2782372739094542
1605826,10,16,8,13,53,comete α=2 β=1.2,0.2945083196018728
1611435,10,18,8,13,51,comete α=2 β=1.2,0.34046035106513295
1699429,11,5,19,9,56,comete α=2 β=1.2,0.2527471148046246
1701392,11,5,63,14,7,comete α=2 β=1.2,0.0972961469465406
1721950,11,12,1,61,15,comete α=2 β=1.2,0.1519899265274578
1730069,11,14,37,28,10,comete α=2 β=1.2,0.31681587759058205
1758368,11,26,2,30,31,comete α=2 β=1.2,0.5478011952078145
1768128,11,31,2,30,26,comete α=2 β=1.2,0.6023107780976987
1788430,11,45,18,17,9,comete α=2 β=1.2,0.2791775590843251
1800409,11,63,3,14,9,comete α=2 β=1.2,0.13173680541083427
1826384,12,5,59,23,1,comete α=2 β=1.2,0.13739656083368973
1852173,12,13,60,3,12,comete α=2 β=1.2,0.13430098846393915
1867652,12,19,34,17,18,comete α=2 β=1.2,0.39719782302772977
1907543,12,42,12,13,21,comete α=2 β=1.2,0.4462486041668861
1917329,12,53,9,21,5,comete α=2 β=1.2,0.22346848131048838
1929528,13,1,1,69,16,comete α=2 β=1.2,0.11516501921581274
1942563,13,4,27,50,6,comete α=2 β=1.2,0.24030511122906276
1946191,13,5,29,24,29,comete α=2 β=1.2,0.4861048395656039
1971569,13,13,29,14,31,comete α=2 β=1.2,0.5792215946073104
1980903,13,17,2,22,46,comete α=2 β=1.2,0.4163667857590557
1992694,13,21,51,10,5,comete α=2 β=1.2,0.18117169040379288
2048421,14,1,21,61,3,comete α=2 β=1.2,0.16856206244722846
2056205,14,3,29,15,39,comete α=2 β=1.2,0.5359566900634686
2091207,14,14,42,27,3,comete α=2 β=1.2,0.27234152656748567
2148721,14,51,32,1,2,comete α=2 β=1.2,0.1950881478864656
2174375,15,5,0,20,60,comete α=2 β=1.2,0.23081936552885404
2201462,15,14,0,50,21,comete α=2 β=1.2,0.2877143539129051
2210561,15,17,26,11,31,comete α=2 β=1.2,0.6399711157136412
2216392,15,20,4,14,47,comete α=2 β=1.2,0.48148965831401763
2234148,15,29,7,43,6,comete α=2 β=1.2,0.47524701916527107
2242658,15,34,35,1,15,comete α=2 β=1.2,0.3857624956451252
2272228,16,1,34,42,7,comete α=2 β=1.2,0.34691049902415644
2289165,16,6,36,40,2,comete α=2 β=1.2,0.35144425522056527
2297856,16,9,27,0,48,comete α=2 β=1.2,0.49326004322428096
2303527,16,11,25,46,2,comete α=2 β=1.2,0.32421436648371443
2341765,16,29,7,19,29,comete α=2 β=1.2,0.7273322268546201
2342334,16,29,20,29,6,comete α=2 β=1.2,0.4956281804646797
2353511,16,37,24,4,19,comete α=2 β=1.2,0.4395009008043586
2388398,17,4,39,8,32,comete α=2 β=1.2,0.5242686053262205
2392936,17,6,7,0,70,comete α=2 β=1.2,0.20152732281466354
2401681,17,9,3,38,33,comete α=2 β=1.2,0.41999778217621886
2418469,17,15,17,16,35,comete α=2 β=1.2,0.6409546366633374
2430301,17,20,30,5,28,comete α=2 β=1.2,0.5841463740216742
2436646,17,23,47,0,13,comete α=2 β=1.2,0.2781070914851438
2441341,17,26,20,20,17,comete α=2 β=1.2,0.5688067995952167
2452353,17,33,36,2,12,comete α=2 β=1.2,0.36680083033365773
2458888,17,39,13,25,6,comete α=2 β=1.2,0.4011351536313557
2467728,17,50,10,2,21,comete α=2 β=1.2,0.33289256100138176
2497515,18,7,3,25,47,comete α=2 β=1.2,0.409571256089227
2508996,18,11,6,62,3,comete α=2 β=1.2,0.210398663391204
2519005,18,15,6,11,50,comete α=2 β=1.2,0.4404939871378083
2563313,18,44,22,5,11,comete α=2 β=1.2,0.25984521056174964
2564118,18,45,25,7,5,comete α=2 β=1.2,0.222725655014256
2564701,18,46,17,6,13,comete α=2 β=1.2,0.25816169703987846
2573194,18,74,2,1,5,comete α=2 β=1.2,0.05625375141782436
2602362,19,9,19,46,7,comete α=2 β=1.2,0.3513305238971124
2646909,19,32,8,12,29,comete α=2 β=1.2,0.7273594978362511
2658450,19,43,15,5,18,comete α=2 β=1.2,0.35636214929750865
2665813,19,57,4,19,1,comete α=2 β=1.2,0.1850792173562911
2684305,20,4,61,11,4,comete α=2 β=1.2,0.16045904351742438
2706370,20,13,9,28,30,comete α=2 β=1.2,0.5929896618759478
2711005,20,15,10,0,55,comete α=2 β=1.2,0.43596491456976644
2718366,20,18,32,20,10,comete α=2 β=1.2,0.42938817585572464
2720593,20,19,42,8,11,comete α=2 β=1.2,0.32587252176822074
2729915,20,25,4,47,4,comete α=2 β=1.2,0.4594270344962253
2755907,20,51,16,1,12,comete α=2 β=1.2,0.20930093331730926
