ID,1,2,3,4,5,Model,Polarization
12601,0,2,28,6,64,comete α=2 β=3,0.4282760843291407
14864,0,2,75,13,10,comete α=2 β=3,0.2459643298602016
15987,0,3,8,80,9,comete α=2 β=3,0.16027695433240408
27649,0,5,37,8,50,comete α=2 β=3,0.4959731925148983
86066,0,20,14,53,13,comete α=2 β=3,0.4310696596626644
99958,0,24,37,3,36,comete α=2 β=3,0.6181991975885536
107759,0,27,18,29,26,comete α=2 β=3,0.6194701642100755
115174,0,30,7,43,20,comete α=2 β=3,0.5606594155877958
119607,0,31,57,2,10,comete α=2 β=3,0.35846826697546413
166981,0,63,0,10,27,comete α=2 β=3,0.633867878943869
184780,1,1,35,9,54,comete α=2 β=3,0.47634801842820623
185510,1,1,47,37,14,comete α=2 β=3,0.3324611751907605
187075,1,2,2,29,66,comete α=2 β=3,0.23679282073325175
195616,1,3,56,22,18,comete α=2 β=3,0.3691698602912173
200478,1,4,60,33,2,comete α=2 β=3,0.2404342277902647
220185,1,9,16,64,10,comete α=2 β=3,0.2830030195324547
227610,1,11,6,25,57,comete α=2 β=3,0.4279009013005319
273691,1,24,18,1,56,comete α=2 β=3,0.6293925036121655
301360,1,35,12,0,52,comete α=2 β=3,0.7149007827462405
321394,1,46,11,24,18,comete α=2 β=3,0.5946289099684288
330531,1,53,9,17,20,comete α=2 β=3,0.5984445570850905
351867,2,0,42,19,37,comete α=2 β=3,0.48521049044913667
352952,2,0,66,12,20,comete α=2 β=3,0.3687141797257499
359140,2,2,8,40,48,comete α=2 β=3,0.3088803985705925
370552,2,4,36,1,57,comete α=2 β=3,0.486375490713958
389775,2,9,1,64,24,comete α=2 β=3,0.3239536918613262
394157,2,10,5,6,77,comete α=2 β=3,0.36791949446948985
409982,2,14,9,47,28,comete α=2 β=3,0.45901953580029065
431221,2,20,19,10,49,comete α=2 β=3,0.6135758146560198
437140,2,22,14,31,31,comete α=2 β=3,0.6064793999794357
452343,2,27,36,4,31,comete α=2 β=3,0.6268340588527266
460370,2,30,56,0,12,comete α=2 β=3,0.3920626299752997
505738,2,61,13,1,23,comete α=2 β=3,0.5977486505284109
508812,2,66,5,1,26,comete α=2 β=3,0.6150113835342295
516903,3,0,19,11,67,comete α=2 β=3,0.3792340378322304
524937,3,2,1,36,58,comete α=2 β=3,0.2978087633048521
540390,3,5,23,18,51,comete α=2 β=3,0.45833118998292954
551811,3,8,5,50,34,comete α=2 β=3,0.377294207009672
580443,3,15,35,2,45,comete α=2 β=3,0.5743345515446928
587637,3,17,43,37,0,comete α=2 β=3,0.35548059031265455
616356,3,27,28,41,1,comete α=2 β=3,0.4429514292370289
623069,3,30,14,47,6,comete α=2 β=3,0.4811421003326478
657250,3,49,39,4,5,comete α=2 β=3,0.3119278800372306
664852,3,57,7,26,7,comete α=2 β=3,0.4644174766420183
700524,4,5,9,26,56,comete α=2 β=3,0.3870059027183913
700929,4,5,14,26,51,comete α=2 β=3,0.42201372386802777
702558,4,5,39,5,47,comete α=2 β=3,0.5221534919420815
705048,4,6,12,38,40,comete α=2 β=3,0.41970476625457087
709540,4,7,16,50,23,comete α=2 β=3,0.3912838480494552
